Study Hours,Sleep Hours,Last Exam,Internet Access,Academy,Family Income,CoCurricular,Stress Level,Health,Percentage
22.33,6.63,75.29,Yes,No,Low,Moderate,Low,Average,82.04
12.6,8.39,75.66,Yes,No,Moderate,High,Low,Good,75.81
15.94,6.14,61.01,Yes,Yes,Moderate,Low,Moderate,Good,58.05
14.99,6.85,67.81,Yes,Yes,Moderate,Moderate,Low,Average,64.79
8.6,5.11,81.87,Yes,No,Moderate,Low,Moderate,Good,59.6
7.45,9.41,84.73,Yes,No,Moderate,Low,Moderate,Average,72.77
8.97,8.52,52.32,Yes,Yes,Moderate,High,Moderate,Good,63.55
10.66,7.23,60.5,Yes,Yes,Low,Moderate,High,Average,62.84
17.2,7.61,49.15,Yes,Yes,Moderate,Low,Moderate,Average,62.29
10.23,7.48,73.02,Yes,Yes,High,Moderate,Moderate,Average,53.15
25.48,8.66,83.27,Yes,Yes,Moderate,Moderate,Moderate,Average,100.0
21.16,6.38,65.82,Yes,Yes,Moderate,Moderate,Moderate,Average,68.82
19.85,7.88,60.06,Yes,No,Low,Moderate,Moderate,Good,62.89
14.28,8.29,64.97,Yes,No,Moderate,Moderate,Low,Average,71.74
24.09,8.46,100.0,No,No,Moderate,Moderate,Moderate,Average,96.44
13.69,4.29,87.88,Yes,No,Moderate,Low,Low,Average,73.68
14.81,6.28,80.96,Yes,Yes,High,Moderate,Moderate,Average,75.11
16.02,5.78,74.8,Yes,Yes,Moderate,Low,Moderate,Average,58.0
19.21,7.18,69.81,Yes,Yes,Moderate,Moderate,Low,Good,81.42
18.82,4.58,56.4,Yes,Yes,Moderate,Low,Moderate,Average,68.94
12.15,4.55,54.07,Yes,Yes,Moderate,Moderate,Moderate,Good,57.36
11.8,9.6,61.48,Yes,No,Low,High,Low,Average,63.49
18.84,7.74,55.69,No,Yes,Moderate,Moderate,High,Average,65.65
19.29,7.15,60.88,Yes,Yes,Moderate,Low,Low,Average,77.06
12.64,7.44,68.47,Yes,Yes,Moderate,Moderate,Moderate,Average,61.73
5.48,7.18,69.62,Yes,Yes,Low,Moderate,Moderate,Average,52.39
13.76,8.2,60.69,Yes,No,High,Moderate,Low,Average,67.26
18.74,6.24,77.43,Yes,Yes,Moderate,Low,High,Poor,66.64
25.83,7.22,67.16,Yes,Yes,Low,Moderate,Moderate,Good,82.43
7.81,7.27,73.22,Yes,Yes,Low,Low,Moderate,Average,52.71
12.44,5.74,58.83,Yes,Yes,High,Moderate,Low,Average,58.93
12.66,8.53,80.39,Yes,Yes,Low,Moderate,High,Average,65.65
23.13,6.47,61.98,Yes,Yes,Moderate,Low,Moderate,Good,80.35
14.79,8.22,94.13,No,No,Moderate,Moderate,Moderate,Average,69.75
9.56,7.14,66.63,No,Yes,Moderate,Moderate,Low,Poor,47.35
18.35,8.96,68.58,Yes,No,Moderate,Low,Moderate,Average,71.55
12.57,5.75,78.9,Yes,No,High,Moderate,Moderate,Average,64.51
7.65,5.7,82.18,Yes,Yes,High,Moderate,Moderate,Good,69.62
9.64,5.91,83.79,Yes,Yes,Moderate,High,High,Good,68.66
25.4,7.16,96.63,Yes,Yes,Moderate,Low,High,Good,85.42
17.31,8.85,79.93,Yes,Yes,Moderate,Moderate,Low,Good,82.82
15.65,8.91,69.0,No,Yes,Moderate,Low,Low,Good,73.71
13.5,4.23,62.06,Yes,Yes,Moderate,High,Moderate,Good,59.87
16.75,7.3,67.99,Yes,Yes,Moderate,Moderate,Moderate,Average,76.48
16.68,3.14,92.26,Yes,Yes,Moderate,Low,Low,Average,66.09
16.75,7.95,49.2,Yes,No,High,Moderate,Low,Average,63.74
15.69,8.34,57.71,No,Yes,Moderate,Low,Low,Average,63.92
20.21,6.95,66.72,Yes,No,Moderate,Low,Low,Poor,65.82
15.14,7.1,57.52,Yes,No,Moderate,Moderate,Moderate,Average,58.46
9.13,7.09,63.87,Yes,No,Moderate,High,Moderate,Average,46.89
11.33,6.06,97.09,Yes,No,Moderate,Moderate,Low,Poor,73.8
3.13,7.52,65.53,Yes,Yes,Low,Moderate,Low,Poor,47.37
27.16,6.72,76.17,Yes,Yes,High,Moderate,Moderate,Average,80.22
20.18,8.12,45.13,Yes,Yes,Moderate,Low,High,Average,66.9
10.02,6.86,53.46,Yes,Yes,Moderate,Moderate,Low,Average,54.65
13.31,5.97,83.99,Yes,Yes,High,High,Low,Good,77.37
11.18,5.16,95.02,Yes,Yes,High,Low,High,Average,66.76
24.26,4.76,73.32,Yes,No,Moderate,Moderate,Moderate,Poor,70.27
6.48,8.58,65.41,Yes,Yes,Moderate,Moderate,Moderate,Good,58.18
15.69,6.45,77.44,Yes,Yes,Moderate,Low,Moderate,Average,64.03
14.35,7.41,31.04,Yes,Yes,Moderate,High,Moderate,Average,51.43
19.96,9.14,73.44,No,Yes,Low,Moderate,Moderate,Good,72.17
14.38,6.32,54.31,Yes,No,Moderate,High,Moderate,Average,61.03
4.45,6.25,81.91,Yes,No,High,Moderate,Moderate,Good,58.11
13.49,6.84,37.12,Yes,Yes,Moderate,Moderate,Moderate,Average,51.02
9.17,7.04,60.57,Yes,Yes,High,Moderate,High,Average,48.78
15.48,9.27,69.39,No,Yes,Low,High,Low,Good,76.06
23.61,8.88,58.57,No,Yes,Low,Moderate,High,Average,70.04
4.56,7.75,64.37,Yes,Yes,Low,High,High,Average,51.39
10.2,8.74,83.57,Yes,No,High,Moderate,Low,Good,77.17
11.68,6.79,69.63,Yes,Yes,Low,Moderate,Low,Good,64.19
12.71,7.36,56.04,Yes,Yes,Moderate,Low,Low,Average,63.82
19.44,6.64,84.11,Yes,No,Moderate,Moderate,Low,Average,76.18
13.96,5.45,73.76,Yes,Yes,Moderate,Moderate,Moderate,Average,62.1
17.49,8.44,74.39,Yes,No,Moderate,Low,Low,Poor,68.5
11.25,7.64,56.61,Yes,No,Moderate,Moderate,High,Average,57.49
16.38,7.02,31.79,Yes,No,Low,Moderate,High,Average,44.45
19.67,7.0,56.41,Yes,Yes,Moderate,Moderate,Low,Average,72.25
10.61,5.19,54.88,Yes,Yes,Moderate,High,Moderate,Good,53.08
19.69,5.83,60.8,Yes,Yes,Low,Moderate,Low,Average,69.76
15.31,7.4,57.37,Yes,Yes,Low,Moderate,Moderate,Good,63.1
21.27,6.37,71.69,Yes,Yes,Moderate,Moderate,Moderate,Average,82.89
13.79,6.74,83.21,Yes,Yes,Moderate,Moderate,High,Average,65.54
17.29,6.87,86.14,Yes,No,High,High,High,Average,79.09
14.76,6.18,82.56,Yes,Yes,Moderate,Moderate,Moderate,Average,65.47
14.42,5.84,56.54,Yes,No,Moderate,Moderate,High,Average,53.18
16.55,5.07,70.88,Yes,Yes,Low,Low,High,Average,60.1
18.22,6.82,93.48,Yes,No,High,Low,Low,Good,82.32
7.5,7.74,46.23,Yes,No,High,High,Moderate,Average,51.86
23.6,5.03,90.22,Yes,Yes,High,Low,Moderate,Average,81.04
3.84,6.97,55.06,Yes,No,Moderate,Low,Moderate,Poor,26.32
10.89,7.34,74.41,Yes,No,Moderate,Low,Moderate,Average,61.24
14.43,5.81,76.19,Yes,No,Moderate,Moderate,Moderate,Good,72.59
17.47,8.71,72.85,Yes,No,Moderate,Low,Moderate,Average,61.47
24.46,6.54,100.0,Yes,Yes,Low,Moderate,Low,Average,96.18
3.85,6.88,65.49,Yes,Yes,Low,Moderate,Moderate,Average,50.88
11.95,6.81,45.41,Yes,No,High,Low,Low,Average,45.22
2.24,4.88,75.35,Yes,No,Moderate,Low,High,Good,41.69
15.19,8.21,67.45,Yes,No,Low,Low,Moderate,Average,56.31
16.63,5.85,78.32,Yes,Yes,High,Low,Moderate,Good,85.72
24.54,6.72,83.23,No,No,Low,Moderate,Low,Poor,76.59
15.72,7.72,69.49,Yes,Yes,Moderate,Low,Low,Good,65.82
21.26,8.75,76.54,No,Yes,Moderate,Moderate,Low,Poor,81.91
18.5,5.7,72.16,Yes,Yes,Low,High,Moderate,Good,70.95
12.39,6.46,96.88,No,No,Moderate,High,Moderate,Good,72.09
6.55,8.66,64.44,Yes,Yes,Low,Moderate,Low,Good,52.84
16.65,7.56,59.69,No,Yes,Low,High,Moderate,Good,68.19
6.05,7.81,83.21,No,No,Low,Moderate,Moderate,Average,54.03
22.77,5.74,56.06,No,Yes,Moderate,Moderate,Moderate,Good,73.82
14.03,6.54,75.88,Yes,Yes,High,Moderate,High,Average,63.79
22.17,6.8,67.46,Yes,Yes,Moderate,High,High,Poor,65.92
12.12,5.97,68.48,Yes,Yes,Moderate,Moderate,Moderate,Average,64.56
16.61,4.99,100.0,No,Yes,Low,Low,Moderate,Average,75.03
16.26,6.39,88.51,Yes,No,High,Low,Moderate,Average,66.1
14.73,8.63,85.32,Yes,No,Moderate,Moderate,Moderate,Good,78.47
12.4,7.07,77.96,Yes,Yes,Low,Moderate,Low,Average,67.79
17.35,8.65,59.63,Yes,Yes,Moderate,Moderate,High,Good,68.51
9.44,7.21,73.92,Yes,Yes,Low,Low,Moderate,Average,59.89
7.74,6.08,78.75,No,Yes,Low,High,Moderate,Average,40.78
22.46,8.53,72.98,No,Yes,Moderate,High,Moderate,Good,91.76
19.36,7.25,71.42,Yes,Yes,Low,Moderate,Low,Poor,82.45
15.4,8.15,64.04,Yes,No,Low,Low,Moderate,Good,65.66
24.99,5.72,74.1,Yes,Yes,Moderate,Moderate,Moderate,Good,86.97
13.39,8.25,62.12,Yes,No,Low,High,Low,Average,60.03
22.94,8.28,80.55,No,Yes,Low,Moderate,High,Good,81.22
16.05,7.35,39.76,Yes,Yes,Moderate,Moderate,Low,Good,63.08
8.85,6.03,90.38,Yes,No,Low,Low,High,Average,53.19
26.09,6.94,50.33,Yes,Yes,High,High,Moderate,Good,82.77
20.94,7.73,53.99,Yes,No,Moderate,High,High,Poor,58.34
14.27,7.28,76.13,Yes,Yes,Low,Moderate,Moderate,Good,75.49
19.36,7.72,78.1,Yes,No,Low,Moderate,Moderate,Average,81.33
12.58,8.21,100.0,No,Yes,High,Low,Moderate,Average,71.61
19.97,6.22,74.44,Yes,No,Moderate,Moderate,Moderate,Average,75.08
0.65,5.61,69.39,Yes,Yes,Moderate,Moderate,High,Average,42.86
8.88,6.95,72.87,Yes,Yes,Moderate,Low,Moderate,Good,55.75
20.88,6.6,93.86,Yes,No,Moderate,Low,Moderate,Average,79.05
13.5,7.94,100.0,Yes,No,Low,Moderate,Low,Poor,69.56
16.25,5.71,67.23,No,No,Moderate,Moderate,Moderate,Poor,61.45
6.92,8.22,78.14,Yes,Yes,Moderate,High,Moderate,Average,66.99
26.09,8.62,68.88,No,No,Moderate,Moderate,High,Average,79.7
22.14,7.0,68.59,Yes,Yes,Moderate,Low,Moderate,Average,74.3
13.8,7.07,98.19,Yes,Yes,Low,Moderate,Low,Average,78.41
12.57,6.08,56.11,Yes,Yes,High,Low,Low,Average,66.99
21.18,6.35,34.99,No,Yes,Moderate,Low,Moderate,Average,63.44
26.89,6.51,74.76,Yes,No,Low,Moderate,Low,Average,80.06
20.72,8.73,88.02,Yes,No,Low,Moderate,Moderate,Average,70.61
28.03,6.91,73.3,Yes,Yes,Moderate,Low,Low,Good,87.09
9.47,5.41,77.53,Yes,Yes,Moderate,Moderate,Moderate,Poor,52.36
10.08,7.31,81.29,Yes,Yes,Moderate,High,High,Good,67.11
7.87,7.99,71.66,Yes,Yes,High,Moderate,High,Average,60.48
17.65,6.97,78.34,Yes,Yes,Moderate,Moderate,High,Average,70.03
16.05,8.76,78.09,Yes,No,Low,Moderate,Moderate,Good,74.95
14.09,7.93,40.62,Yes,No,Low,Moderate,High,Average,49.92
19.86,5.74,71.71,Yes,Yes,High,Low,High,Poor,63.79
22.39,6.34,46.41,Yes,No,High,Moderate,Low,Average,69.48
5.85,7.27,69.43,Yes,No,Low,Moderate,Low,Good,57.39
11.42,5.0,62.57,Yes,Yes,Low,Low,High,Average,49.19
19.92,7.4,85.51,Yes,Yes,High,Moderate,Low,Average,80.84
12.19,4.89,73.67,Yes,Yes,Low,Low,Moderate,Average,60.39
10.21,8.23,77.1,Yes,Yes,Low,High,Low,Average,67.58
21.11,8.09,67.13,Yes,Yes,High,Moderate,High,Good,73.87
7.26,7.61,85.78,Yes,No,High,Low,Low,Average,64.81
13.19,6.19,46.04,Yes,No,Moderate,High,Moderate,Average,52.21
16.97,7.2,56.57,Yes,No,Low,Low,Low,Average,57.56
11.56,6.38,89.29,Yes,No,High,Low,Low,Average,72.19
19.7,5.76,63.47,Yes,No,Moderate,Low,Low,Good,73.72
11.59,6.59,37.81,Yes,Yes,Moderate,Moderate,Moderate,Average,54.54
23.45,7.84,91.79,No,Yes,Moderate,High,Low,Average,82.83
14.25,7.05,86.15,Yes,Yes,High,Low,High,Average,71.16
19.03,8.74,80.66,Yes,Yes,Low,High,Moderate,Good,80.22
19.48,7.92,71.42,No,No,Moderate,Moderate,Low,Average,71.32
11.23,7.79,94.91,Yes,Yes,Moderate,Moderate,Moderate,Average,83.06
2.68,5.07,88.88,Yes,Yes,High,High,High,Average,58.87
17.16,6.66,93.22,Yes,No,Moderate,Low,High,Average,77.81
15.43,5.72,80.43,Yes,No,Moderate,Moderate,Moderate,Average,68.99
18.33,6.78,71.84,Yes,Yes,Moderate,Moderate,Moderate,Average,73.06
13.64,6.17,64.01,Yes,Yes,Moderate,Moderate,High,Average,51.41
12.42,6.55,50.97,Yes,Yes,Low,Low,Moderate,Good,62.36
27.05,8.27,77.53,No,Yes,High,Moderate,Moderate,Average,84.69
6.17,7.57,78.78,Yes,No,Moderate,Low,Moderate,Poor,53.51
19.4,8.21,64.75,Yes,No,Moderate,High,Moderate,Average,71.85
11.55,5.08,79.21,Yes,Yes,Moderate,Moderate,High,Average,56.43
12.99,7.07,65.02,Yes,Yes,Moderate,High,Moderate,Good,60.06
13.1,8.16,83.01,Yes,Yes,Moderate,Moderate,Low,Average,75.96
10.18,8.81,56.77,No,No,Moderate,Low,High,Good,40.68
18.43,5.14,54.17,No,Yes,Moderate,Moderate,Low,Poor,45.25
23.34,6.58,66.39,Yes,No,Moderate,High,Moderate,Good,77.57
17.82,8.24,82.43,No,Yes,Moderate,Moderate,Low,Average,79.71
15.62,6.77,52.62,Yes,Yes,Moderate,Moderate,Moderate,Good,57.86
9.08,5.91,85.75,Yes,Yes,High,Moderate,Low,Average,58.69
18.1,5.14,45.36,Yes,No,Moderate,Moderate,Low,Average,68.71
27.94,5.86,66.3,Yes,Yes,Moderate,Moderate,Low,Good,99.17
12.72,4.97,48.8,Yes,No,Moderate,Moderate,Moderate,Good,55.89
12.74,7.07,30.85,Yes,Yes,Moderate,Low,Low,Average,48.25
11.63,8.08,75.5,Yes,Yes,High,High,High,Good,72.76
12.06,5.49,67.33,No,Yes,Moderate,Moderate,Moderate,Good,61.16
0.0,7.31,49.04,Yes,No,Moderate,Moderate,Moderate,Average,37.57
17.43,8.01,62.25,Yes,No,Moderate,Moderate,High,Good,70.19
9.93,7.0,76.63,Yes,Yes,Moderate,Moderate,High,Average,60.99
5.34,5.07,64.48,Yes,Yes,Moderate,Moderate,Moderate,Good,48.16
19.52,7.46,67.02,Yes,No,Moderate,Low,Moderate,Average,70.81
8.51,6.93,64.02,Yes,Yes,Low,Moderate,Moderate,Good,58.73
12.97,6.81,61.27,No,Yes,High,High,Low,Average,66.32
23.8,6.34,61.07,Yes,Yes,Moderate,Low,Moderate,Good,82.01
6.54,7.1,60.63,Yes,No,Moderate,Moderate,Moderate,Average,44.54
5.8,7.61,58.7,Yes,No,Moderate,High,Moderate,Good,54.41
16.62,9.87,54.74,No,Yes,Moderate,Low,Low,Good,65.54
21.9,7.13,64.3,Yes,Yes,High,Low,Moderate,Average,77.77
5.55,8.81,60.4,Yes,Yes,Moderate,High,High,Average,46.97
17.45,7.43,53.92,Yes,Yes,High,Moderate,Moderate,Average,66.63
18.49,6.88,81.49,Yes,Yes,Moderate,Moderate,Moderate,Average,81.31
2.65,7.18,88.49,Yes,Yes,High,Moderate,High,Poor,54.12
19.79,5.53,70.0,Yes,No,Moderate,High,Low,Good,72.68
20.26,7.37,71.0,Yes,No,Moderate,Low,Moderate,Good,73.68
13.13,4.61,59.61,Yes,Yes,Low,Low,Low,Good,61.98
22.51,5.96,86.01,Yes,No,High,Moderate,Moderate,Average,93.22
21.82,7.13,96.07,No,No,Low,Low,Moderate,Average,82.22
15.62,8.43,67.54,Yes,Yes,Moderate,Moderate,High,Average,62.35
12.29,8.72,62.18,Yes,Yes,Moderate,Moderate,High,Good,61.17
9.16,6.72,75.12,Yes,Yes,Low,High,Moderate,Average,60.59
14.77,7.19,71.93,Yes,No,Moderate,Moderate,Moderate,Average,67.54
18.42,8.18,62.5,Yes,Yes,High,High,Moderate,Poor,73.33
13.05,5.4,77.07,Yes,No,Low,Moderate,Moderate,Poor,50.72
1.81,7.49,84.07,Yes,No,Moderate,Moderate,Low,Average,52.62
22.61,6.01,58.21,Yes,Yes,Moderate,Moderate,Low,Good,79.27
16.14,6.79,100.0,Yes,No,Moderate,Moderate,High,Good,75.37
12.72,6.45,47.01,Yes,No,High,Low,Low,Average,61.42
20.14,7.52,57.22,Yes,Yes,Moderate,Moderate,Moderate,Average,61.77
24.15,7.66,73.51,No,No,High,High,Moderate,Average,88.77
0.0,8.07,100.0,No,Yes,Moderate,Moderate,Low,Average,68.02
17.61,7.42,61.56,Yes,No,Low,Moderate,High,Poor,57.27
6.44,7.21,54.01,Yes,Yes,Moderate,Low,Low,Good,49.5
17.99,9.22,78.24,Yes,No,High,Low,High,Poor,78.87
15.77,5.17,66.27,Yes,Yes,Moderate,Moderate,Moderate,Good,64.9
18.81,9.03,79.98,Yes,Yes,Low,Moderate,High,Average,69.58
12.0,6.65,68.94,Yes,Yes,Moderate,Low,Low,Good,68.13
3.76,7.69,57.14,Yes,Yes,Moderate,Moderate,Moderate,Poor,48.18
12.3,6.61,100.0,No,No,Moderate,Moderate,High,Average,74.06
17.44,6.16,25.68,Yes,Yes,Moderate,High,Moderate,Poor,46.53
21.09,7.58,97.3,Yes,No,Moderate,Moderate,Moderate,Good,89.85
7.97,8.25,84.0,Yes,No,High,Low,Moderate,Average,64.94
21.16,7.57,58.82,Yes,No,Low,Low,Low,Good,70.56
11.11,6.35,98.09,Yes,No,High,High,Moderate,Average,75.59
17.17,11.0,49.43,Yes,Yes,Moderate,High,Low,Average,77.12
11.94,8.44,85.12,Yes,Yes,Moderate,Moderate,Low,Average,75.74
16.09,8.12,38.76,Yes,Yes,Low,Low,Moderate,Average,49.57
20.35,6.58,52.81,Yes,Yes,Low,Low,Low,Good,69.85
7.64,6.25,52.77,Yes,Yes,Moderate,Moderate,Low,Average,45.18
10.92,6.66,58.74,Yes,No,Moderate,Low,Low,Average,47.95
16.11,8.3,70.17,Yes,Yes,Moderate,Low,Moderate,Average,70.06
29.41,5.81,57.61,No,Yes,Low,High,Low,Average,81.89
9.82,5.72,39.45,Yes,No,Moderate,Moderate,Low,Good,48.95
27.24,7.65,76.95,Yes,No,Low,Moderate,Moderate,Good,85.88
27.03,7.38,70.73,Yes,No,Moderate,Moderate,Moderate,Good,88.67
14.42,6.08,76.13,Yes,No,Moderate,Moderate,Moderate,Average,73.59
13.21,5.69,72.58,Yes,Yes,High,Low,Moderate,Good,69.24
10.85,8.73,84.31,Yes,Yes,Moderate,Moderate,High,Average,76.66
14.59,7.43,68.87,No,Yes,Low,Moderate,Low,Average,61.96
6.56,5.36,85.19,Yes,Yes,High,Low,High,Average,55.01
14.54,5.45,58.36,Yes,Yes,Low,Moderate,Low,Average,60.24
23.98,6.57,59.22,Yes,No,Moderate,High,Moderate,Poor,59.35
11.33,7.88,90.64,No,Yes,Moderate,Moderate,High,Average,64.16
13.56,7.71,90.34,Yes,Yes,Moderate,Moderate,Moderate,Average,69.33
4.79,8.36,78.61,Yes,No,Moderate,Low,Low,Good,64.28
17.24,5.21,56.66,Yes,Yes,Moderate,Low,High,Average,54.03
16.59,7.27,55.46,Yes,Yes,Moderate,Moderate,High,Average,56.91
15.38,8.71,89.92,No,No,High,Moderate,Moderate,Average,76.44
13.7,8.6,89.09,Yes,No,Low,Low,Moderate,Good,69.26
13.24,7.43,69.05,Yes,Yes,Moderate,Low,Moderate,Average,60.21
18.01,9.82,100.0,Yes,Yes,Low,Moderate,Moderate,Average,85.43
14.83,7.73,76.88,No,No,High,Low,Low,Good,79.97
16.89,8.25,53.39,Yes,Yes,High,Moderate,Moderate,Average,67.55
16.29,7.05,65.87,Yes,No,Moderate,Moderate,Low,Average,79.58
21.74,6.06,70.08,Yes,No,Moderate,Low,Moderate,Average,78.59
19.06,5.95,71.3,Yes,No,Moderate,Moderate,Moderate,Poor,64.07
16.16,7.22,88.75,Yes,No,Moderate,Low,Low,Poor,74.54
24.11,6.75,55.66,Yes,No,Moderate,Moderate,High,Average,70.28
17.52,4.88,50.03,Yes,Yes,Moderate,High,Moderate,Average,60.52
22.83,5.77,79.03,Yes,No,Low,Low,Low,Average,78.75
18.64,6.62,62.4,Yes,Yes,Low,Low,Low,Average,62.88
3.95,7.87,100.0,Yes,No,Moderate,Low,Moderate,Good,70.41
22.83,6.98,84.15,Yes,No,High,Moderate,High,Poor,77.83
15.81,6.91,62.12,Yes,Yes,High,Moderate,Low,Average,75.88
14.69,5.82,88.19,No,No,Moderate,High,Moderate,Good,68.26
16.69,7.03,80.96,Yes,Yes,High,Moderate,Moderate,Poor,82.85
12.93,8.58,79.51,Yes,No,Low,Moderate,High,Average,60.48
16.36,7.19,68.17,No,Yes,Moderate,Moderate,Low,Average,63.78
11.45,5.19,76.31,No,Yes,Moderate,Low,Moderate,Poor,41.65
22.65,5.5,38.46,Yes,Yes,Moderate,Low,Low,Average,66.06
14.32,7.71,89.76,Yes,Yes,Moderate,Moderate,Moderate,Average,79.05
12.7,6.73,18.46,Yes,Yes,Moderate,Low,Moderate,Poor,41.9
9.45,6.91,63.37,Yes,Yes,Moderate,Moderate,Moderate,Average,56.15
16.61,6.26,46.06,Yes,Yes,Moderate,Low,Moderate,Average,52.48
16.12,7.6,62.49,Yes,Yes,High,Low,High,Good,75.94
17.33,6.64,68.89,Yes,No,Moderate,Low,Low,Average,68.21
8.84,6.78,52.05,Yes,Yes,Moderate,High,Moderate,Good,45.27
5.39,5.98,28.38,No,Yes,Moderate,High,High,Good,30.46
18.75,8.11,73.11,Yes,Yes,Moderate,High,Moderate,Average,68.03
23.91,6.73,100.0,Yes,No,Moderate,High,Moderate,Average,79.53
8.84,7.73,64.73,Yes,No,Moderate,Moderate,Moderate,Average,52.61
24.54,5.57,84.39,No,No,Low,Low,Low,Average,72.1
16.7,9.08,92.57,Yes,Yes,Moderate,Moderate,Low,Average,82.34
14.96,8.53,41.5,Yes,No,Moderate,Moderate,Low,Average,58.8
12.61,4.71,63.14,No,Yes,Low,Moderate,High,Average,39.49
6.69,6.04,50.85,Yes,Yes,Low,High,High,Average,43.01
20.93,7.57,57.91,Yes,Yes,High,Moderate,Moderate,Average,70.02
10.35,5.42,95.53,Yes,Yes,Moderate,Moderate,Moderate,Average,64.9
10.32,6.84,73.36,Yes,Yes,Moderate,Low,Moderate,Average,61.92
20.95,7.51,81.83,Yes,No,Moderate,Low,Moderate,Good,89.85
3.7,6.78,69.34,No,No,Moderate,Low,Moderate,Good,42.68
5.86,7.65,51.84,Yes,Yes,Low,Low,High,Average,36.49
14.89,6.17,80.17,Yes,Yes,Moderate,Low,Moderate,Good,75.38
16.76,4.31,88.79,Yes,Yes,Moderate,Moderate,Moderate,Average,72.18
17.91,8.18,74.76,Yes,Yes,High,Moderate,Low,Good,84.51
13.19,8.17,77.34,Yes,No,Low,Moderate,Moderate,Good,68.73
30.18,10.0,51.48,Yes,No,Moderate,Moderate,Low,Good,88.43
13.63,4.35,80.6,Yes,Yes,High,Moderate,High,Good,67.41
13.62,7.9,90.19,No,Yes,Low,Moderate,Low,Average,81.29
10.22,4.64,76.07,Yes,No,Moderate,Low,Moderate,Average,54.41
15.74,9.11,43.05,Yes,Yes,Moderate,Low,Moderate,Average,70.58
18.69,7.59,94.53,Yes,Yes,Moderate,Low,Moderate,Good,77.86
22.22,5.86,55.83,Yes,No,High,Moderate,High,Poor,61.93
6.06,7.94,75.82,Yes,No,Moderate,Low,Moderate,Average,54.67
13.52,6.34,84.29,Yes,No,Moderate,Moderate,Low,Average,63.42
17.68,7.36,86.19,Yes,Yes,Moderate,Moderate,High,Good,75.74
18.52,7.25,43.0,No,Yes,Low,High,Moderate,Good,56.41
15.04,9.09,71.76,Yes,No,High,Moderate,Low,Average,71.95
18.25,9.18,70.77,No,Yes,Low,High,Moderate,Average,71.46
10.15,6.28,91.59,Yes,Yes,Moderate,Moderate,Moderate,Average,75.26
24.35,8.27,76.88,Yes,Yes,Moderate,High,High,Poor,83.23
20.96,7.43,91.72,Yes,Yes,Moderate,High,Moderate,Average,91.65
6.93,5.3,78.1,Yes,Yes,Low,Moderate,Low,Good,59.63
8.55,6.16,68.89,Yes,Yes,Moderate,Moderate,Low,Average,53.91
8.72,9.8,72.91,Yes,No,Moderate,High,Low,Average,66.01
19.07,7.43,92.85,Yes,Yes,Moderate,Moderate,Moderate,Good,86.24
7.29,8.2,50.55,Yes,No,Moderate,Low,Low,Average,48.71
13.01,6.75,83.59,Yes,No,Moderate,Moderate,Moderate,Average,65.64
17.73,6.35,60.59,Yes,No,High,High,Moderate,Good,74.95
14.6,7.03,57.36,Yes,No,High,Moderate,Moderate,Average,67.35
16.55,6.68,85.35,Yes,Yes,High,Moderate,Moderate,Good,87.87
8.61,5.21,56.75,No,Yes,Low,Low,Moderate,Average,40.61
18.57,5.8,75.66,Yes,No,Moderate,Moderate,Low,Average,80.28
11.32,7.85,62.67,Yes,No,Moderate,Low,Moderate,Poor,52.62
13.05,6.54,34.65,Yes,Yes,Low,High,High,Average,44.83
16.43,7.03,77.17,Yes,No,High,High,Low,Average,80.21
15.62,7.28,71.89,Yes,Yes,Low,High,Moderate,Good,76.11
15.14,7.38,41.35,Yes,Yes,Moderate,Moderate,Low,Poor,65.42
10.5,8.38,59.52,Yes,Yes,Low,Moderate,Low,Average,52.28
13.2,5.68,42.9,Yes,Yes,Moderate,Moderate,Low,Average,52.86
15.01,7.68,80.98,Yes,No,Moderate,Moderate,Low,Good,79.47
6.75,7.91,90.82,Yes,Yes,High,Moderate,Moderate,Good,65.18
12.22,8.18,82.74,Yes,Yes,Moderate,High,Moderate,Average,64.52
17.33,5.3,84.84,Yes,Yes,Moderate,High,Moderate,Average,74.56
7.34,7.31,62.23,Yes,Yes,Moderate,Moderate,Moderate,Average,48.2
21.94,9.06,78.2,Yes,No,High,Moderate,High,Good,87.45
22.62,6.88,69.86,Yes,Yes,Low,Moderate,Moderate,Good,74.8
7.53,7.58,72.78,Yes,No,Moderate,Moderate,High,Average,54.66
23.15,7.94,84.36,Yes,Yes,Low,Moderate,Moderate,Average,91.12
14.14,5.77,87.63,Yes,No,Moderate,Moderate,Moderate,Average,78.42
17.51,9.2,64.15,Yes,Yes,Low,High,Low,Average,76.05
12.02,7.6,48.89,No,Yes,Low,Moderate,Moderate,Average,44.53
20.54,7.62,67.19,Yes,Yes,High,Low,Moderate,Average,84.26
17.44,5.01,66.71,Yes,Yes,Moderate,Moderate,Low,Average,70.15
10.12,7.95,74.27,Yes,Yes,High,Moderate,High,Good,66.54
8.01,7.61,82.49,Yes,Yes,Moderate,Low,Moderate,Average,64.35
6.24,8.95,41.28,Yes,No,Moderate,Moderate,Moderate,Average,38.67
16.13,6.63,59.94,No,No,Moderate,High,Low,Average,57.05
18.43,5.81,55.54,Yes,Yes,Moderate,Low,Low,Good,73.31
18.91,6.18,88.76,Yes,No,Low,Moderate,Low,Good,77.94
14.29,6.39,66.87,Yes,Yes,Moderate,High,Moderate,Average,68.63
